review_id,company_name,industry,job_title,review_date,overall_rating,pros_text,cons_text
664,Boston Scientific,Healthcare,Senior manufacturing engineer,2025-08-09,5.0,There is a great culture and mission.,Generally value management ahead of individual contributors.
665,Boston Scientific,Healthcare,Marketing operations specialist,2025-08-04,3.0,Making a difference in the lives of patients.,"Lack of autonomy and flexibility, head count freezes, difficulty for growth."
666,Boston Scientific,Healthcare,Project manager,2025-03-25,2.0,- Work schedule flexibility - Commitment to DE&I - Health benefits and maternity leave are average,"There have been multiple policy changes in the past year and a half by CEO, Mike Mahoney that have tanked the culture of Boston Scientific. If you were an existing remote employee, there are no longer any opportunities for you and it is a sign of quiet firing. Many teams are over capacity and expected to work long hours and that is embedded in the culture. You work until the work is done. There are many policies that are in place, including increased face-to-face meetings, which seems hypocritical with new travel policies. Recently the CEO’s salary has been released, and it reflects in the merit and bonuses that we’ve been awarded. It would not surprise me if in a couple of months, DE&I goes away."
667,Boston Scientific,Healthcare,Process development engineer,2025-07-28,4.0,"Good people, oppurtunities to advance, promote high personal ethics","Beauracracy, internal gossip, project management"
668,Boston Scientific,Healthcare,Tax manager,2025-08-06,5.0,Exciting work and great team,None at this point in time
669,Boston Scientific,Healthcare,Digital marketing,2025-05-13,2.0,People you get to work with Salary is ok Bonus each year Impact of the company on patients Big company feel/perks Nice office and amenities,"Where to start. I loved this place up until a couple years ago. Management has turned into money crazy leaders where all that matters in sales. While that drives the business and investment, sales comes from humane operations and having time to think to build a great product. It takes great teams to do that, to emphasize that we need to make space to learn, be creative, think about what is important, to fail, to innovate, to grow. None of this is here anymore. Its about making the numbers look good - “seeing green” like i heard today. Everyone is under pressure to show growth no matter how its done. People take mental leaves, disappear from teams, you can visibly see the frustration on people, cracking under the pressure. Ive seen so many people come and go since management changed the culture. People are edged out, people silent quit. Everything is controlled by what one person thinks and the mood theyre in. Sunday scaries are real here now. Leaders will throw you under the bus and not pause to think about what you need from them to succeed just because they're constantly trying to please the upper management. You may be moving the earth and sky to get what they ask of you done and not get an inch of gratefulness or thank you- in fact they just move the bar and make you feel like you didnt reach it, change direction and not use your work at all that you stayed up all day and night doing to meet an out of the blue impossible deadline. Priorities dont shift around either, you need to make it work. This particular team has these problems but others have similar ones. Fear based leadership for this team which feels like worker bees holding up the team. You do make great friends as you share each others pain and hold each other up. I have no time to grow in my career at all as every second is taken up by work. 0 work life balance and actually bring home work and the stress, anxiety, and abuse with me."
670,Boston Scientific,Healthcare,Anonymous employee,2025-07-26,4.0,BSC has a great culture that makes you feel like one of the team.,Limited opportunity for growth despite career length.
671,Boston Scientific,Healthcare,Field clinical specialist,2025-07-22,5.0,Wonderful company. Invests in employees continuous training and development. Good benefits as well,Not sure I have any cons
672,Boston Scientific,Healthcare,Technician,2025-07-28,2.0,Good hours and good people for the most part,Depending on the manager can make your time difficult
673,Boston Scientific,Healthcare,Quality engineer 2,2025-07-16,4.0,Great people to collaborate with and very friendly. Excellent work life balance.,Promotions are not very clear and pay is on the lower side based on market standards.
674,Boston Scientific,Healthcare,Human resources,2025-01-23,4.0,Benefits Pto’s Perks 401k ESOP Daycare,"this is the most toxic workplace. Reeks of passive aggressive attitudes and entitled tenured grandpas and grandmas. Peers seem friendly but are manipulative, and petty. Some despite’ being tenured are clueless on company policies and “director “ titles make up for the sheer ignorance. Being in a people driven role, you are treated badly by internal leadership and employees, on certain situations. Leaders are reactive versus being mature. The benchmarking and data belongs to the 18th century and somehow is never competitive or accurate. Everyone is seemingly a part of project but outcomes are never tangible. TA onboarding operations all play to their own tunes and everyone seems disconnected."
675,Boston Scientific,Healthcare,Continuous improvement specialist,2025-07-15,3.0,Diversity and Inclusivity. On-line trainings.,Too much politics and sugar coating.
676,Boston Scientific,Healthcare,Clinical specialist,2025-03-09,1.0,A rewarding position that allows for employees to continuously improve their technical abilities. Good benefits as well.,"There is high turnover for a reason. There are plenty of two-faced people (including management) ready to take advantage of entry-level employees. To protect their idiocy, they will blame and target the new people (often the good talent) so that they aren't a threat to changing the toxic workplace culture. When good talent stands up for themselves, management will continue to use that against them to push them out the door. Not even just new employees, but other tenured people who aren't 'brown-nosers' or haven't formed alliances with the 'right' people are also subject to being undermined and targeted."
677,Boston Scientific,Healthcare,Specialist,2025-07-29,5.0,Took great care of employees,Worked a lot of hours
678,Boston Scientific,Healthcare,Principal software engineer,2025-07-25,5.0,"fair pay, slightly above market average",non i can think off
679,Boston Scientific,Healthcare,Clinical evaluation scientist,2025-01-02,5.0,"-I'm sure this varies from department/team, but I've found my manager and coworkers to be very friendly and helpful. They genuinely want me to succeed in this position and are always willing to set aside time to answer any questions/provide training. -The overall onboarding program at Boston is very organized. Important links and HR information is readily available and easy to locate. -Company culture is very supportive -Unlimited sick-time for salaried employees -Hybrid work-mode and general flexibility -Employee programs for shopping discounts (Perks at Work) -Daycare available at some facilities","-Salaried employees still have to track their time -PTO accrued monthly rather than lump sum at start of year -No additional support for paying off past student loans. At Abbott Labs they will contribute 5% of your salary to your 401K if you're paying at least 2% of your salary towards student loans. This means that rather than paying your student loans and contributing to your 401K, Abbott encourages you to put more money towards your student loans and will add 5% of your salary into your 401k for FREE. -No health incentive programs for discounts to health plan."
680,Boston Scientific,Healthcare,Crm field representative,2025-02-13,5.0,The training and field experience has been great. The teams I've been placed with have outstanding knowledge of CRM material and knowing the heart in and out. BS is a great company and work environment overall.,"The only con I have isn't necessarily with the company its just part of the employment status as a Per Diem. That's getting the proper time to work independently to really learn the trade. Also, there are no guarantees to get a full-time position if that's what your goal is it's up to timing and what the manager feels in the end so a good bit of unknowns with the per diem gig at least."
681,Boston Scientific,Healthcare,Senior cta,2025-06-03,4.0,"The overall company culture, swag, holidays, office space was all fantastic.","Pay was not aligned with market pay for the positions. Favored people with children, people without children were not granted any lenience and had higher expectations. Good managers were hard to come by."
682,Boston Scientific,Healthcare,Process engineer ii,2025-07-07,4.0,"Work life balance, smart people, cool products.","Slow career growth, stressful project timelines, low salaries with the caveat of good work life balance"
683,Boston Scientific,Healthcare,Medical device specialist,2025-03-27,3.0,Phenomenal benefits. Mostly steady work once you’ve been hired in full time. Decent amount of PTO,"Pay is crap, and raises are tiny. There are days where you won’t have work and have to go home without pay. And the breaks are minimal"
684,Boston Scientific,Healthcare,Anonymous employee,2025-06-27,4.0,Supportive company culture. Employees are encouraged to explore career opportunities internally to build up experience.,"Change is constant, and career advancement can be a long journey."
685,Boston Scientific,Healthcare,Clinical specialist,2025-06-13,5.0,"Great culture, great products, great is you want to work in medical device.","Cons are that it is a big company and while some devices may have that small company feel, not every division is like that."
686,Boston Scientific,Healthcare,R&d engineer,2025-07-09,4.0,"reliable benefits, good office environment","unexpected layoffs, not an ideal location"
687,Boston Scientific,Healthcare,Medical assembler,2025-06-16,5.0,"Loved the energy and how organized everything is, the work culture is very professional and managers are nice",Working weekends and having to catch up was normal at times
688,Boston Scientific,Healthcare,Marketing,2025-06-02,4.0,"The people and culture made it an enjoyable place to work, collaborative, supportive, and positive.",Limited opportunities for growth and development made it challenging to align with long-term career goals.
689,Boston Scientific,Healthcare,Manufacturing engineer ii,2025-07-03,4.0,"Culture is good, work/life balance is good",Pay and promotion can be slow to move
690,Boston Scientific,Healthcare,Design quality engineer ii,2025-06-07,5.0,20 days PTO to start with unlimited sick time in MN ESPP with 15% discount,"There's a culture of must listen to your seniors, and giving any sort of push back can be held against you"
691,Boston Scientific,Healthcare,Sr. software engineer,2025-06-26,5.0,Work life balance Good 401K match Great leadership Great culture Innovation,growth can be slow at times
692,Boston Scientific,Healthcare,Senior manager quality,2025-05-19,5.0,"Great company and leadership, innovative","White male privilege, hard for women and even harder for persons of color to advance career. DE&I program don’t do anything to help"
693,Boston Scientific,Healthcare,Field clinical representative,2025-07-03,4.0,Company has been doing well in EP,Long unpredictable days and hours
694,Boston Scientific,Healthcare,Sr commission analyst,2025-03-20,4.0,Laid back and flexible. Good business growth potential.,"I felt like a glorified Excel analyst in my role, In my year of employment my boss only told me thank you or good job twice. They didn't appear to have a good data strategy as almost all analytics were being done in Excel despite having Tableau."
695,Boston Scientific,Healthcare,Marketing,2025-05-13,5.0,Broad development opportunities; inclusive team environment; challenging/rewarding work; core values that really resonate with me; working with/for very talented people; total compensation very competitive,The strong talent can make advancement a (worthy) challenge - especially at higher levels
696,Boston Scientific,Healthcare,Clinical research associate iii,2025-05-16,5.0,Experience is manager-dependent. Lots of support for career growth. Work life balance is great.,Roles have been changed to hybrid-model. Limits career mobility/opportunity
697,Boston Scientific,Healthcare,Medical assembler,2025-07-29,1.0,Nothing absolutely the worst ever,Everything is wrong with the company
698,Boston Scientific,Healthcare,Product builder,2025-06-16,5.0,"Supportive team, clean environment, great benefits, good training, flexible hours.","Sometimes repetitive tasks, limited advancement opportunities, weekend shifts required occasionally."
699,Boston Scientific,Healthcare,Clinical specialist,2025-06-24,5.0,love it and will never change,not enough inventory but it's okay
700,Boston Scientific,Healthcare,Senior financial analyst,2025-06-23,4.0,Work Life Balance Compensation Interesting Work Company Mission Company Leadership,Opportunities for Advancement are lacking
701,Pfizer,Healthcare,Research associate,2025-10-30,5.0,"Love it, people are fantastic, good work culture","None, can’t think of any"
702,Pfizer,Healthcare,Sr. director,2025-11-17,3.0,Great long term benefits if you have been here for over 15 years. Great work life balance.,"There is absolutely zero reason for joining this company. None. Unless you want the brand on your resume. Constant reorg, and I mean constant. On average, have had a new division lead every 12 months. Operational model keeps changing. Stock goes nowhere but south. People with no business leading people are made senior leaders, Others are let go, both with little advance notice."
703,Pfizer,Healthcare,Associate scientist,2025-08-18,5.0,"Great work culture, friendly atmosphere. Benefits are great, different site events are fun and inclusive, there are opportunities for growth experiences, unlimited sick days for those in laboratory roles, clubs/organizations that promote community/personal development, new facilities, on-site gym ($15 per month),","Not organized/managers are not in sync with each other when department is bigger. Sometimes feels like youre being judged without people saying anything. (I.e - seeing you holding your bag and assuming you came in late, assigning you more tasks because they saw you talking to someone earlier, .etc). It might be because its such a friendly environment but departmental growth is easier if youre already friendly with management. Pfizer Fridays are in the summer (half days) but some departments just decide you cannot participate. Different cultures completely depending on what department you are in."
704,Pfizer,Healthcare,Senior administrative assistant,2025-10-13,4.0,My company was bought out by Pfizer so that sucked. Our company before the buy out in my opinion was better due to the amount of passion and work my company did. I really like the people and then work we stood for. I hoped Pfizer took us to the next level. I was only with Pfizer for 4 months after the merge so I can’t say anything for company.,It’s corporate so sometimes it can be hard to adapt
705,Pfizer,Healthcare,Bpt,2025-11-04,4.0,"pay, career advancement and placement.",Sometimes political but everyone can find a space for them.
706,Pfizer,Healthcare,Senior associate scientist,2025-11-06,3.0,"Collaborative departments, able to learn lot. Good exposure in cooperate pharma","Takes long for promotions even you prove yourself, difficult to crack politics."
707,Pfizer,Healthcare,Scientist,2025-11-07,3.0,"good systematic training, and WLB",limited career development and job stability
708,Pfizer,Healthcare,Internship,2025-11-08,4.0,"Pretty warm community. Competitive, but not toxic",Salaries are not the most competitive
709,Pfizer,Healthcare,Anonymous employee,2025-10-01,1.0,"Bothell's research leadership is passionate and fosters collaboration. The Pfizer acquisition brings deep expertise from other sites, efficient workflows capable of managing very high throughput, and the ability to attract experienced upper management and talent to modernize the Bothell site. New hire salary is generous.","Legacy Seagen talent left for Immunome. Many remaining have not worked elsewhere and are not familiar with practices standard across the industry. Sample traceability is poor, documentation is not standardized, training is not enforced, lab culture is tribal, middle management plays favorites and does not treat staff equally. Constant unaddressed rumors of layoffs lead to apathy and discourage innovation."
710,Pfizer,Healthcare,Principal scientist,2025-11-04,3.0,Learned a lot while was there how to do drug development properly,Red tape at every step
711,Pfizer,Healthcare,Director external quality,2025-11-03,4.0,"Work life balance
Good comp
Product base","Financial issues currently, downsizing and reorgs"
712,Pfizer,Healthcare,Sales,2025-10-29,4.0,Solid company Great opportunities. Lots of experienced people to learn from.,Very large. Get lost easy
713,Pfizer,Healthcare,Anonymous employee,2025-10-31,4.0,Good benefits and workplace culture,Too many layoffs and reorgs
714,Pfizer,Healthcare,Ehs specialist,2025-10-01,3.0,"Benefits, coworkers, facilities are being upgraded.","Salary below industry average, work-life balance, ability to facilitate change, facilities are old and at least a decade overdue for renovation, communication from management, employee morale."
715,Pfizer,Healthcare,Anonymous employee,2025-10-24,4.0,Smart coworkers and not crazy hours depending on the team,Very corporate hierarchy following and slow career growth
716,Pfizer,Healthcare,Documentation specialist,2025-10-20,3.0,Have great wellness program Generous PTO,expensive health insurance benefits (co-insurance)- covers nothing until you meet a high deductible
717,Pfizer,Healthcare,Marketing manager,2025-10-15,5.0,- Very human and flexible culture with very strong work life balance/no toxic hustle culture. - Pay is good - I like my coworkers,None to note so far.
718,Pfizer,Healthcare,Engagement partner,2025-10-20,3.0,Lots of great benefits and people,People have been there their whole career. It’s hard to bring new ideas.
719,Pfizer,Healthcare,Lead executive assistant,2025-09-18,1.0,None at this time. Terrible experience from day one.,"Unprofessional Lower wage/salary than most pharma Bonuses only to mgmt and above Extreme low morale and while leader is aware of it, they don’t care. Promotion are not based on knowledge or expertise but rather who you kiss up too. Layoffs are year round non stop. Poor culture throughout the organization. Employees have either been there 30 years or 1 year. No inbetween. And those that have been there 30 years hardly discussed their desire to be laid off"
720,Pfizer,Healthcare,Finance manager,2025-10-22,5.0,People and culture are the best here,There really isn’t much to say here
721,Pfizer,Healthcare,Lead executive assistant,2025-09-18,1.0,None at this time. Terrible experience from day one.,"Unprofessional Lower wage/salary than most pharma Bonuses only to mgmt and above Extreme low morale and while leader is aware of it, they don’t care. Promotion are not based on knowledge or expertise but rather who you kiss up too. Layoffs are year round non stop. Poor culture throughout the organization. Employees have either been there 30 years or 1 year. No inbetween. And those that have been there 30 years hardly discussed their desire to be laid off"
722,Pfizer,Healthcare,Finance manager,2025-10-22,5.0,People and culture are the best here,There really isn’t much to say here
723,Pfizer,Healthcare,Technical project manager,2025-09-25,3.0,Great colleagues to work with and large company with a vast range of opportunities to move around and learn different things,It's a corporate job where money and stock price drive all decisions regardless of all the culture and family first language within the company. Typical corporate politics move the needle in too many situations vs logic and results
724,Pfizer,Healthcare,Health and science specialist,2025-10-21,5.0,Great company - excellent benefits,No cons to report at the moment
725,Pfizer,Healthcare,Scientist,2025-10-20,3.0,Not too busy and laxed,Can get out of control
726,Pfizer,Healthcare,Anonymous employee,2025-10-14,4.0,"Nice people, great teams. Good WLB and people are generally helpful.",Things move a little slow there. Limited career growth.
727,Pfizer,Healthcare,Principal device engineer,2025-10-09,5.0,"Great culture, not cut through. Lots of CRGS, promote diversity. challenging work and good work/life balance.",Large companies = sometimes lots of rigid systems.
728,Pfizer,Healthcare,Aseptic filling technician,2025-09-30,2.0,The cafeteria food was serviceable and weekly pay was nice.,Managment is blatantly incompetent. Layoffs could happen at any point. Took away double time (Should've unionized when you had the chance. WHOOPS lol) Benefits are mediocre. No upward mobility. Company basically falls apart on the off shifts particularly 2nd
729,Pfizer,Healthcare,Director,2025-10-07,4.0,I had a great experience as it was very amazing. Everyone was really great. I love you so,I wish they were more able to take a risk
730,Pfizer,Healthcare,Scientist,2025-09-15,3.0,"Management was okay, lots of opportunities to try new things and learn, pay was decent","Overall state of the company is very erratic and there is no job security, lots of work to be done and the work is not balanced across teams, promotions are difficult to achieve due to the limitations of the department"
731,Pfizer,Healthcare,Anonymous employee,2025-10-07,3.0,Good people to work. You can gain knowledge from the seniors.,Don't think about the promotions.
732,Pfizer,Healthcare,Intern,2025-10-03,5.0,I had a lot of interesting projects.,It is difficult to get rehired as a full time employee after the internship.
733,Pfizer,Healthcare,Senior engineer,2025-10-05,4.0,Great people to work with.,"Corporate mentality, a lot of restructuring and changing timelines and deadlines."
734,Pfizer,Healthcare,Sales representative,2025-10-06,3.0,Freedom to control daily activity,Not competing salary and bonus
735,Pfizer,Healthcare,Senior leader,2025-04-06,1.0,"No pros, just a lot of cons, specially at this site. All older employees have their kids and family working in other departments. The number of politics at this facility is nonsensical and highly toxic due to legacy employees. Every SLT member has a son or daughter working in the company and by passing processes. doing nothing and minting money. Management is toxic within the plant and specially above site. They have layoffs every other year so everyone lives in fear. During my time there did not meet one single person who has any good thing to say about anything.","Perhaps they get the award for being the the most miserable vial work environment for all levels in the organization, High attrition rates and low pay are the hallmarks, new employees dont see their supervisors for weeks. The previous site head was a unprofessional coward and a racist leader. Created an enviroment of fear, favoritism, and nepotism, He was endorsed by his superiors so this is company culture. I dont think there are any good people there, majority are incompetent people who now have their children and family working here too."
736,Pfizer,Healthcare,Anonymous employee,2025-05-09,2.0,If you have a good manager it can be great. You can jump from role to role easily if they like you.,"- Pfizer’s acquisition of Seagen destroyed the great culture we had in Bothell. - Pfizer’s culture is a popularity contest, especially in the New York scene. They admit as much in department meetings. They'll keep bringing back people they laid off if they like them, despite incompetence or job qualifications. - I've never had a more toxic manager or experience than at Pfizer. If the manager doesn't like you or doesn't want to hear your ideas, the accepted culture is to quiet fire people until they leave. (So I left, rather than be treated like garbage.) - They want robots to follow orders, no creative or innovative ideas welcome. They hide their true intentions under a disguise of being collaborative. - toxic leadership is encouraged to be as such and defended by HR"
737,Pfizer,Healthcare,Operational excellence,2025-09-09,4.0,"Good benefits, decent pay, flexible hybrid work","Feel like only way to get moved up is to leave the company for a few years, then return for a huge pay bump. They'd often hire externally for higher roles instead of giving people much deserved promotions."
738,Pfizer,Healthcare,Associate research fellow,2025-09-29,4.0,"good team work, good benefit",Decision making. light speed. critical gap in talent
739,Pfizer,Healthcare,Associate scientist,2025-10-04,3.0,Good culture in hard times,Bad pay in comparison to industry
740,Pfizer,Healthcare,Sales representative,2025-10-01,4.0,Great benefits and small territory,Micromanaging from above. No insurance coverage.
741,Pfizer,Healthcare,Director,2025-10-02,3.0,Flexibility with work life balance,Leadership is leading from behind
742,Pfizer,Healthcare,Anonymous employee,2025-09-30,5.0,"Growth, Compensation, Work/life balance, lengthy parental leave, benefits",None that come to mind
743,Pfizer,Healthcare,Scientist,2025-09-30,2.0,Lots of tech and money to spend on reagents,CEO supports trump Future direction unclear constant lay-offs
744,Pfizer,Healthcare,Senior production operator ii,2025-06-27,4.0,"Great Benefits. Top-tier PTO with vacation, sick, caregiver, personal, and the ability to purchase additional vacation if needed. With maximum time purchased for vacation, time can equal 2-3 months of PTO per year.",Horrible work culture. Supervisors routinely have their hands tied on what they can do for their employees. Can be Chaotic with production taking priority over everything else. Questionable decisions made by management regarding Quality and GDP practices to keep production running. Constant threat of mandatory overtime. Pay is not consistent with other sites.
745,Pfizer,Healthcare,Network specialist,2025-09-28,5.0,"Good work relationships
Good training","Zero tolerance policy
Airgapped environment"
746,Pfizer,Healthcare,Sr data manager,2025-09-22,4.0,Good work life balance and reputation.,Can be easily lost in massive company especially with poor management.
747,Pfizer,Healthcare,"Director, clinical data management",2025-09-23,5.0,great place to work - go for it,not any to specify. here/
748,Pfizer,Healthcare,Quality operations manager,2025-09-26,4.0,Lateral and diagonal Career development opportunities,Salary vs cost of living
749,Pfizer,Healthcare,Medical affairs,2025-09-19,4.0,Extremely talented colleagues driven to do their best work supporting patients,Large and complex organization that can impede execution
750,Pfizer,Healthcare,Principal process engineer,2025-09-22,5.0,Culture is great at pfizer,Growing at an exponential rate
751,Pfizer,Healthcare,Automation engineer,2025-09-20,2.0,Pay and benefits were good,There was no formal training and you were just thrown into the fire
752,Pfizer,Healthcare,Anonymous employee,2025-09-03,1.0,"Good benefits, nice office amenities","Poor forecasting, many rounds of layoffs, stagnant salary, no room for upward growth"
753,Pfizer,Healthcare,Programmer/analyst,2025-09-14,5.0,supportive and a growth culture,I hardly found one as is platform with peer contributions and work support.
754,Pfizer,Healthcare,Global leader,2025-09-17,5.0,- Great pay and learning opportunities,- Can be bureactratic at times
755,Pfizer,Healthcare,Anonymous employee,2025-08-30,4.0,A lot of cross functional collaboration. You can approach anybody without having been introduced and ask about their job/work. There's opportunity to shadow other groups formally or informally,Work hours can be long
756,Pfizer,Healthcare,Senior process technician,2025-08-18,3.0,They have a really good benefits package.,"Progression is stagnant, and performance doesn't trump tenure. So you must be ok with your typical rubber stamp increase. Mid year increases are RARE."
757,Pfizer,Healthcare,Engineer,2025-09-05,4.0,-Flexible scheduling for salaried colleagues with hybrid option,-Many growth opportunities are given to folks who have been on the site longer
758,Pfizer,Healthcare,Anonymous employee,2025-08-08,4.0,Salary and benefits were good and a good manager can make or break you anywhere.,Survived many many layoffs throughout the company which leads to overall anxiety in the various groups I worked in. A new acquisition was equated with a new series of layoffs. Saw many very good employees with a wealth of experience let go.
759,Pfizer,Healthcare,Anonymous employee,2025-09-01,3.0,"Solid benefits package, huge amount of resources to draw from, opportunities for growth","Regular layoffs, rigid promotion structure, salary is on lower end of industry average"
760,Pfizer,Healthcare,Engineer,2025-08-20,4.0,"Lots of growth opportunities, great atmosphere, caring leadership, great culture, dynamic work, no 2 days the same, contribution to better health is high",High workload with no end
761,Pfizer,Healthcare,Engineer,2025-08-20,4.0,"Lots of growth opportunities, great atmosphere, caring leadership, great culture, dynamic work, no 2 days the same, contribution to better health is high",High workload with no end
762,Pfizer,Healthcare,Anonymous employee,2025-09-10,5.0,"Great people, benefits, environment, good salary",Constant reorganization and budget cutting
763,Pfizer,Healthcare,Sr. scientist,2025-09-03,4.0,Lots of resources and access to new technologies,A bit slow with decisions making process
764,Pfizer,Healthcare,Senior process technician,2025-07-16,5.0,Benifits and Pay are much better than most of the competitors i know of. Workload can be hectic at times but this is the happiest ive been at a job at a long time. Most of team has been here 20+ years which is a great sign,within biotech there can be layoff scares also seems like manufacturing is always getting the brunt of things and office / m-f workers get all the perks
765,Pfizer,Healthcare,Scientist,2025-08-31,4.0,"Great benefits, great healthcare, generous PTO, Flexible work schedule, good work-life balance.","Shifting priorities, relatively slow career growth"
766,Pfizer,Healthcare,Marketing director,2025-09-03,3.0,"Autonomy
Great work life balance","Frequent layoffs
Limited opportunities to advance"
767,Pfizer,Healthcare,Data analyst,2025-09-03,3.0,work from home hybrid desk,low pay work and benefits
768,Pfizer,Healthcare,Senior manager data analyst,2025-08-25,4.0,hybrid work week and a nice team,initial training was lacking on most jobs
769,Pfizer,Healthcare,Senior level,2025-04-29,2.0,"Big company’s benefits, infrastructure, nice campus and facilities","Key focus areas include financial gain and short-term objectives, with a lack of emphasis on long-term strategies and insufficient expertise in discovery and development. The business model relies heavily on licensing agreements. Consequently, the organization undergoes frequent reorganizations and layoffs, and struggles with competency gaps. Management appointments are often influenced by personal connections rather than merit. Ineffective people management, limited experience, and a lack of management training programs and growth opportunities are also evident. Moreover, favoritism and discrimination against non-Asian nationalities are significant concerns."
770,Pfizer,Healthcare,Full stack java developer,2025-07-29,4.0,"Purpose-driven work in healthcare tech. Supportive Agile team with clear processes. Tech stack included Spring Boot, React, JWT, Azure, and Docker. Good exposure to CI/CD, BDD, and cross-functional collaboration.",Slightly slow in adopting new tech due to compliance. Some delays in approvals and release cycles.
771,Pfizer,Healthcare,Manager,2025-08-03,3.0,"Big company, good flexibility, nice buildings.","Bad leadership, so many disparities amongst colleague's benefits."
772,Pfizer,Healthcare,Principal scientist,2025-08-11,4.0,"Inspiring mission, effective leaders, good compensation and benefits, rigorous science","Moderate staff turnover, occasional organisational changes, large company"
773,Pfizer,Healthcare,Supply chain and sustainability analyst,2025-08-14,4.0,"Flexible, good compensation, good TC, great people.",Hard to move up in the system.
774,Pfizer,Healthcare,Director,2025-08-10,4.0,"Very nice people, great retirement savings package.",Too many re-orgs and layoffs every Q4.
775,Pfizer,Healthcare,Complaints handler,2025-08-11,3.0,Good pay for the organization,Engineer hired just to read records and not develop solutions
776,Pfizer,Healthcare,Scientist,2025-08-11,3.0,"the perks, benefits and salary","Hierarchy, layoffs, layoffs, layoffs, cuts"
777,Pfizer,Healthcare,Senior scientist,2025-07-28,4.0,"benefits, pay, interesting problems, brand recognition, lots of smart people here","typical issues with large corporations -- projects can get cut very regularly, frequent layoffs"
778,Pfizer,Healthcare,Senior regulartory associate,2025-08-03,4.0,"Flexible, not stressful, great benefits.","Layoffs every 2 years, not much room for advancement"
779,Pfizer,Healthcare,Pharmaceutical technician,2025-07-02,4.0,"Plenty of overtime hours, if you want them","Lots of people are there to retire, making it hard to move up and get into certain positions"
780,Pfizer,Healthcare,Senior production equipment operator/trainer,2025-07-14,4.0,Generous benefits like pto. Depending on years of service determined how much time you’re eligible for. Great medical and dental benefits.,Constant lay-offs. Poor management decisions. Company decisions did not make a lot of sense at times.
781,Pfizer,Healthcare,Sr accountant,2025-07-30,5.0,"Pfizer is great, pay is decent and organization does many events for employees",Cannot think of any at this time.
782,Pfizer,Healthcare,Senior scientist,2025-07-27,3.0,Great collaboration between people in the lab,To many leaders but no clear direction. They don’t care about your growth and development
783,Pfizer,Healthcare,Immunology specialist,2025-07-18,4.0,Fair - bonus is good when doing well,Can be micromanaged too much
784,Pfizer,Healthcare,Senior manager,2025-07-30,4.0,"Good benefits, supportive team, stock benefits","Layoffs every year for past 2-3 years, corporate red tape"
785,Pfizer,Healthcare,Statistical programmer,2025-06-13,4.0,"Company offers great benefits and a flexible work schedule. there are also plenty of opportunities to continue learning and growing professionally, especially through team collaboration and internal trainings","Due to the size and structure of the organization, processes can be slow and bureaucratic. Even simple tasks may require multiple tickets and approvals, which can be time-consuming and sometimes frustrating. Can be stressful to meet tight timeline."
786,Pfizer,Healthcare,Product manager,2025-07-30,4.0,Smart coworkers who are passionate about what they do,Constant reorgs and prioritization exercises
787,Pfizer,Healthcare,Anonymous employee,2025-04-18,2.0,"Pros include salary, work-life-balance, great name to have on your resume. However, these golden handcuffs come with a cost.","During my time at Pfizer, I witnessed a troubling pattern. Within a few years, I saw multiple talented, kind, emotionally intelligent people either quit, get laid off, or be pushed out. There is no space for kindness—just performance, politics, and staying silent to survive. If you're a highly sensitive or caring person, this may not be a safe environment for you. Rather than being supported, your vulnerability will be seen as weakness. Unfortunately, bad behavior is rewarded as with many large corporate environements."
788,Pfizer,Healthcare,Senior manager,2025-06-26,1.0,Not the best decent salary and benefits. Job is fun and rewarding.,"Extremely poor leadership and management. Only promoted if you are liked and kiss (you know). Work life-balance is only talked about. Even when you go above and beyond, you are not recognized unless you are the chosen ones."
789,Pfizer,Healthcare,Scientist,2025-07-29,4.0,Good work life benefit and people care,"Stability is difficult in pharma, uncertainy"
790,Pfizer,Healthcare,Principal scientist,2025-02-24,3.0,"Very smart colleagues, rigorous atmosphere, decent access to resources, no more red tape than your average mega-corp.","Lots of layoffs, all the time. It becomes very difficult to avoid cynicism when all the happy-talk from Bourla on down about how valued you are, how vital your mission, how very life-changing to patients it all is when counterbalanced by the experience of rolling layoffs and abandonment of entire therapeutic areas. If you're fortunate, you can last a long time and make a good living. But make no mistake: Your number may come up a lot sooner than you anticipate, and when it does, it's all cold, hard business. Don't get attached, and keep your resume fresh."
791,Pfizer,Healthcare,Senior finance manager,2025-07-30,5.0,Professional and a great learning experience.,Moved dept out of state
792,Pfizer,Healthcare,Anonymous employee,2025-07-22,4.0,Great colleagues and opportunities. Care very much about the work they provide.,No thoughts come to my mind.
793,Pfizer,Healthcare,Senior associate quality assurance,2025-07-28,3.0,Many Projects/Good People/Winter Holiday Shutdown,Disorganized/Bad Health Insurance/Low Time Off
794,Pfizer,Healthcare,Senior scientist,2025-06-10,4.0,"Great people, fair compensation in addition to salary (bonus, restricted stock, etc. Great opportunities for growth into other areas.","Ever-changing business and research model, making it challenging for employees to get their legs under them to do their jobs. Some very poor decisions from corporate. Bourla was/is especially bad"
795,Pfizer,Healthcare,Anonymous employee,2025-07-21,5.0,great place to work to make vaccines,Not that I know of
796,Pfizer,Healthcare,Scientist,2025-06-15,4.0,"Gold standard of training, exposure to different projects and groups, many opportunities to attain visibility, most managers are super friendly and understanding, great work life balance","Lots of red tape, promotions can be a little slow sometimes, lots of reorgs/layoffs as of recently"
