review_id,company_name,industry,job_title,location,employment_status,review_date,overall_rating,rating_work_life_balance,rating_culture_values,rating_compensation_benefits,rating_career_opportunities,rating_senior_management,headline,pros_text,cons_text,advice_to_management,helpful_count,url
890,Balfour Beatty,Infrastructure,Accounting department,,,2024-02-18,1.0,,,,,,,"Keeps you busy, lots of things to do",poor management espicaly when mgt are having affairs. It makes work hard.,,,
891,Balfour Beatty,Infrastructure,Area community manager,,,2024-02-14,5.0,,,,,,,"Great People Focused, Customer Service Organization",No Cons. Great Employment Experience. Prepared me for growth for a future position.,,,
892,Balfour Beatty,Infrastructure,Senior project engineer,,,2024-01-16,3.0,,,,,,,"Culture, exciting projects, good pipeline of work","Pay, work hours, work/life balance",,,
893,Balfour Beatty,Infrastructure,Senior project engineer,,,2024-02-10,4.0,,,,,,,Strong corporate company with lots of resources,Depending on your local leadership the company can vary greatly.,,,
894,Balfour Beatty,Infrastructure,Quality engineer,,,2024-02-29,2.0,,,,,,,Many learning opportunities in the field,The management and scheduling was disorganized,,,
895,Balfour Beatty,Infrastructure,Project engineer,,,2023-11-09,2.0,,,,,,,"Good salary/pay, weekly ordered lunches, good benefits","Very toxic work environment, not great leadership, high turnover rate with management and leadership, incredibly strict on what you can and can't wear, wearing boots in the office is fine if you're a guy but not if you're a chick, micromanage employees, no female leadership",,,
896,Balfour Beatty,Infrastructure,Anonymous employee,,,2024-02-12,4.0,,,,,,,Awesome people to work with,Career path can be lost,,,
897,Balfour Beatty,Infrastructure,Anonymous employee,,,2024-01-21,3.0,,,,,,,Diverse portfolio of projects to work on,"Executive leadership changes very frequently, leading to a lot of confusion. Frat boy culture.",,,
898,Balfour Beatty,Infrastructure,Project engineer,,,2024-02-08,4.0,,,,,,,Really strong benefits and good relationships.,None at the moment for cons.,,,
899,Balfour Beatty,Infrastructure,Quality control technician,,,2023-03-15,2.0,,,,,,,Some of my coworkers are nice Been at this location over two years now and it’s okay.,"Human resource development needs to be fired and they need to hire new people. They are slow to get things done, no communication what so ever. They lack the knowledge, skills and abilities to get the job done. When they are interviewing they show up late, they don’t send documents out on time and can never answer a simple question.",,,
900,Balfour Beatty,Infrastructure,Heavy equipment operator,,,2024-01-30,1.0,,,,,,,Bad company to work for,The higher up are funny acting if you not in there circle they don't even speak to you black or white when my mom passed away all they were Concerned about when I was coming back to work,,,
901,Atkins Réalis,Infrastructure,Engineer ii,,,2023-10-13,5.0,,,,,,,A lot of work to be done Many opportunities to try different things,Advancement can be hard Working alongside underperformers,,,
902,Atkins Réalis,Infrastructure,Gis analyst i,,,2023-10-08,3.0,,,,,,,"Plenty of friendly coworkers; Can gain a decent amount of experience Decent benefits, especially medical, dental, and vision insurance.","Working from home can be slow and finicky due to servers being scrambled across the country which is discouraging for hybrid and fully remote workers. Not a lot of communication between employees, especially since there is not a lot of work so you would have to keep pressing coworkers for more work and direction. Work/Life Balance is hard to maintain since PTO, Sick leave and vacation are merged and I have to come in early. If given work, you can probably have enough to do in order to fill in timesheets, but there are plenty of times when you might not have enough work and you would have to grasp at straws just to make it to 8 hours of work each day. My role feels more like I'm working as a GIS Technician instead of an Analyst given the lack of clarity in the job description. There is no true technical training program. You would just have to search online for anything you don't know how to do.",,,
903,Atkins Réalis,Infrastructure,Senior transportation engineer i,,,2023-05-16,4.0,,,,,,,Atkins pays fairly and has an extensive backlog of work. There will almost certainly never be a day where you don’t know what you will work on. There is diversity in the work and in the work force itself. There seem to be great opportunities for growth/development. Overtime is compensated. Can be fully remote if needed.,"Can be hard to find a good supervisor. Some are extremely demanding and expect perfection, which is simply not realistic. If you don’t set boundaries, you will be expected to always work extra hours and at odd times.",,,
904,Atkins Réalis,Infrastructure,Architectural designer ii,,,2023-08-22,3.0,,,,,,,It was a steady job and good benefits that I missed later on. Lots of resources for both research and experience. Hours generally are very reasonable (depending on manager).,"Not many exciting projects to work on, the office feels like Architects assisting engineers in their design not the other way around. Depending on the team you are with, it can be very easy to only work on a certain niche in the industry that you can't easily transition out of",,,
905,Atkins Réalis,Infrastructure,Engineer-1,,,2023-11-18,3.0,,,,,,,Got to jump straight into working on projects People were friendly Relax work environment,Wasn’t what I was looking for in terms of a career,,,
906,Atkins Réalis,Infrastructure,Design engineer,,,2023-11-22,3.0,,,,,,,Good place to work and gain knowledge on field,Not worth to develop skills only have to do work what they asked.,,,
907,Atkins Réalis,Infrastructure,Planner/scheduler,,,2023-10-25,3.0,,,,,,,"Benefits, work environment, work life balance","Growth opportunities, career advance, backup from management",,,
908,Atkins Réalis,Infrastructure,Content writer,,,2023-10-08,5.0,,,,,,,Passionate about the work with community in mind,Miss a small company feel,,,
909,Atkins Réalis,Infrastructure,Operations coordinator,,,2023-10-11,4.0,,,,,,,Great people and overall good benefits,Limited upward mobility and promotions,,,
910,Atkins Réalis,Infrastructure,Water resources engineer,,,2023-09-04,5.0,,,,,,,Good environment Opportunity to work with different offices Variety of works Room to grow,Salary and benefit is not the best,,,
911,Atkins Réalis,Infrastructure,Senior engineer iii,,,2023-07-07,3.0,,,,,,,Great projects and worksharing to harness staff from across the country,Long hours and no OT pay,,,
912,Atkins Réalis,Infrastructure,Anonymous employee,,,2016-11-17,2.0,,,,,,,Job and a paycheck but in a house of cards.,"Wow, be careful! Atkins North America was acquired when Atkins in London bought a notorious US engineering based in Florida, PBS&J (Post, Buckley, Shuh and Jernigan). I didn't do enough research when hired and found out too late I was working for a company that has been prosecuted multiple times for serious illegalities, and some of the executives who participated but escaped prosecution are still there! PBS&J has been indicted for bribing government officials, illegal campaign contributions, and was a private company put on the chopping blocks to sell for being so poorly managed when several of the employees embezzled millions upon millions of dollars. As recent as 2016 the company was struggling financially because of legal costs and fines to the extent the focus became finishing out existing contracts rather than procuring new ones...an indicator they do not want new business and are likely to chop off the US engineering wing and spin those employees out to another company. Do your research before accepting a job there, the good old boy network that didn't previously get caught or prosecuted in the illegalities is still working there, and they haven't changed much in being secretive about what they are doing!! Get everything in writing as they are all about the bait and switch.",,,
913,Atkins Réalis,Infrastructure,Safety and risk management consultant,,,2016-07-12,3.0,,,,,,,"Worldwide organization with job opportunities around the globe. Recognized name within the industry. Good company for designers, architects or engineers.",The bottom line for the company takes precedent over employee development particularly at the mid level grades (11-14). Not very good at implementation of field work. Can design projects but don't have competent construction planners. Annual restructuring of business units as the market shifts. This is especially true for the Middle East (MENA) region. The employee development and review process is a joke. The PDR is completed every Mar-Apr and then it's just a check box on a list. It's not used for promotion or development and if you change jobs or managers mid year forget about the PDR. Nothing from the previous year will be applicable. The PDR is a cut and paste exercise that most employees hate. Salaries are generally lower than the market rate due to structure of the contracts. Atkins tends to bid low to win the work and then find people willing to work for lower salaries while releasing more senior staff that have become too expensive. Promotion from within is limited and takes years. Annual salary increases are 0-2% if your lucky. Once you do achieve an increase you are a liability to the profit driven bottom line. You're better to leave and come back to get a promotion or salary increase. Performance on several contracts has deteriorated because competent staff have left or been made redundant due to the low salary threshold that Atkins has. Replacement or newly hired staff are brought in based on their salary expectations and not competency.,,,
914,Atkins Réalis,Infrastructure,Senior project manager,,,2023-07-09,4.0,,,,,,,Company hires talented people and hosts a very diverse and inclusive culture,The Water Infrastructure Team needs more specifically talented resources which is currently difficult to find,,,
915,Atkins Réalis,Infrastructure,Floor team member,,,2023-04-23,1.0,,,,,,,There was money on the paycheck I enjoyed my coworkers,"Management did not care that I was going back into school full time Management tried to get me to work weekends when we explicitly agreed not to do so Our workload was too much for the crew that we had, every shift went over the pay period that was given and I frequently got home at 3 in the morning instead of 11pm, and the pay wasn't even worth the overtime. Overall treated the workers poorly and paid us pennies and dust bunnies",,,
916,Atkins Réalis,Infrastructure,Security specialist,,,2023-08-12,4.0,,,,,,,"Flex Schedules, good pay, nice people","Lots of politics, lots of bureaucracy",,,
917,Atkins Réalis,Infrastructure,Senior bdm,,,2023-05-17,5.0,,,,,,,"Great company to work for, beautiful offices and great people(generally) working for this company. It’s hard to get IN in some key-positions as the bar is high to meet the requirements.",I can’t think of any to the extend that it bearers mentioning here.,,,
918,Atkins Réalis,Infrastructure,Full stack developer,,,2023-08-03,2.0,,,,,,,We are allowed to work remotely,Too much corporate red tape to feel any freedom.,,,
919,Atkins Réalis,Infrastructure,Senior project manager,,,2016-09-13,2.0,,,,,,,"Atkins is great at recruiting (though poor at retention), so you are surrounded by highly skilled coworkers with great resumes. Their great resumes mean they can win and you can work on some once in a lifetime projects. The poor at retention aspect means you will have opportunities to step into leadership rolls on projects that you would not get at most other firms. Beware of getting tagged with the clients' dissatisfaction over staff departures though (it's hard to make a client happy when they are on their third or fourth project manager).","In order to meet the profit margins promised to its stockholders, Atkins is transitioning to a firm that only serves big clients or mega projects. Atkins is dropping its smaller clients by the 100's. If your specialty is big or even ""mega"" clients, Atkins is the place for you. If not, use opportunities from the high staff turnover to build your resume. But get out before you get the reputation of not being able to deliver finished projects to the client's satisfaction (because your project team members keep leaving). Find yourself a niche at Atkins where you can bill 40 hours a week to one project or client will keep you from suffering the weekly conversations about being more billable.",,,
920,Atkins Réalis,Infrastructure,Transportation management systems (tms) analyst,,,2023-05-17,3.0,,,,,,,I like the people that I work with. Shift times aren't bad.,Pay is horrible. Well below the cost of living.,,,
921,Atkins Réalis,Infrastructure,Workday consultant,,,2023-06-05,5.0,,,,,,,Great encouragement by the management More training and invention sessions to explore the latest technologies Good work-life balance,limited onsite opportunities to explore international standards,,,
922,Atkins Réalis,Infrastructure,Civil engineer,,,2023-06-14,3.0,,,,,,,Large company with big projects,Not enough staff. Consistently getting pulled around to different projects at the same time,,,
923,Atkins Réalis,Infrastructure,Supervisor,,,2023-09-15,1.0,,,,,,,There are zero pros here,Micromanage central and a emnployee buzzsaw,,,
924,Atkins Réalis,Infrastructure,Anonymous employee,,,2023-04-22,4.0,,,,,,,"Benefits are excellent, meaningful/impactful job, good growth opportunities, supportive management.","I feel like salary ranges could be a touch higher, too much gossip in the workplace.",,,
925,Atkins Réalis,Infrastructure,Technical writer,,,2023-06-15,4.0,,,,,,,Good opportunities for growth and advancement.,No cons if you take good advantage of opportunities.,,,
926,Atkins Réalis,Infrastructure,Consultant,,,2020-11-07,1.0,,,,,,,If you are lazy and dont want to learn it is GREAT ! Or if you are looking for a milking shed it is great..,Management that since day1 want to break you down. Management mainly counting hours paid by the customers. What initial agreements that has been done regarding your type of work does not matter as soon you sign the paper. At team gatherings they run the mantra of how much possibilities you have to learn and advance. But when you talk about it with your boss he only meet you with silence. The collegues are amazingly low skilled and then you here that this is the reputation of your collegues from other consultants. When trying to come with new ideas you will only be hit down by the ones in your organization. And after a while thoose ideas pops up in another places. Got told to dress up and make a show for the customer... Appearence is more important than real values ! If I look at collegues and what they have achieved and their technical level it is scary... You are supposed to be online 0700-2300 and not knowing when your next day starts. Or how long that thay will be ! It is impossible to have any good work life balance... The pay for this type of work wasnt great at all(overtime/night)... A big misstake.... NOT A PLACE TO BE,,,
927,Atkins Réalis,Infrastructure,Cei senior inspector,,,2023-05-28,5.0,,,,,,,Availability of work/ work is always available,"Work sometimes involves travel, out of town for weeks or months.",,,
928,Atkins Réalis,Infrastructure,Engineer,,,2023-04-19,2.0,,,,,,,The people that work at the local office are great people,The larger management of the company is terrible and does not support the individual. Being bought by SNC was very negative for Atkins.,,,
929,Atkins Réalis,Infrastructure,Anonymous employee,,,2023-05-24,3.0,,,,,,,Great people in the local office. Good team collaboration.,"Large company with lots of bureaucracy; easy to get ""lost.""",,,
930,Atkins Réalis,Infrastructure,Civil engineer i,,,2021-02-04,4.0,,,,,,,"- Fantastic manager and a very skilled team ( particularly Water Resources and Highway/Construction) - Work on complex, large-scale (up to $ billions) projects - Overtime pay typically available, depending on contract - Good culture with respect to letting teams and managers do their jobs, at least from my point of view. - A flexible company--my manager(s) were mostly very understanding of work-life balance and open to ideas, changes, etc. Flexible work schedule offered. Also, they let me switch into the Graduate Development rotational program, which allowed me to work within different facets of civil engineering. - A decent amount of work in the field, if you want it. - At the time (not sure how it is now), they didn't ""cram"" any ""inclusion"" initiatives down your throat... it felt like a naturally diverse and merited workforce at the Austin office, and a nice atmosphere.","- Acquired by SNC Lavalin (somewhat sketchy past?), making it an even larger corporation, effects TBD - Somewhat difficult to get in on the more ""innovative"" projects and solutions.. most work, on the individual, granular level, seems to be ""build more, build bigger"", and sort of run-of-the-mill civil engineering. - Found out an immigrant colleague within a different department was underpaid compared to American peers (the person was at the mercy of their work-visa, more or less). It could be an individual issue with that manager, but probably an industry-wide, or even country-wide practice, which wouldn't surprise me--nonetheless, it was upsetting and off-putting.",,,
931,Atkins Réalis,Infrastructure,Engineer,,,2023-05-15,4.0,,,,,,,Good projects and diverse work experience,Nothing specific to talk about.,,,
932,Atkins Réalis,Infrastructure,Sr. gis analyst,,,2023-05-09,3.0,,,,,,,Good work life balance and benefits,Slow and steady growth Pay,,,
933,Atkins Réalis,Infrastructure,Sr project director,,,2023-04-21,4.0,,,,,,,Work place balance is good.,Ability to move up not so good.,,,
934,Atkins Réalis,Infrastructure,Software engineer,,,2023-05-03,5.0,,,,,,,Excellent work place and colleagues,None that I am concerned,,,
935,Atkins Réalis,Infrastructure,Ta leadership role,,,2023-03-08,4.0,,,,,,,"Good benefits, compensation industry level, good internal systems",Smaller mindset around growth and market cap.,,,
936,Atkins Réalis,Infrastructure,Engineer 1,,,2023-03-28,5.0,,,,,,,Workplace Pay Benefits Stock Workload,Work will come in waves,,,
937,Atkins Réalis,Infrastructure,Project controls specialist,,,2023-03-03,4.0,,,,,,,"Good benefits, tightly secure, pay",Not a great subcontractor. Very minimal interaction,,,
938,Atkins Réalis,Infrastructure,Estimator/scheduler,,,2023-03-06,4.0,,,,,,,Pro the people and work,Con micro managed all work,,,
939,Atkins Réalis,Infrastructure,Nuclear criticality safety engineer,,,2014-09-11,4.0,,,,,,,"Was a small company with very talented employees and excellent management (this is no longer the case). All employees worked under a VP directly, with little management interference. Good support during issues. Excellent HR and accounting whom kept up with every detail and always had things in line. 401k benefit is fantastic. I used to feel valued as an individual, but that has drastically changed. Support for conference attendance and training. Used to give ample raises, which has stopped.","Caliber of employees has drastically decreased. Now they hire anyone. High overhead (take home pay is less than half of charge rate) to accommodate the old and unhealthy people's health insurance. They also don't want anyone to know their charge rate (?) Management is far removed from their employees and what is going on at each job location. Not a small company anymore, but they will continue to advertise that.",,,
940,Atkins Réalis,Infrastructure,Anonymous employee,,,2012-05-06,1.0,,,,,,,"Professionals who care & sacrifice.The production architects & in-house management always went beyond the call of duty, but were cut off at the knees by ineptitude & arrogance further up.","Disrespectful management, calling consultants vulgar terms after ending a phone call, screaming at a young, female architect because she got a detail wrong,(she quit) throwing a set of drawings at you saying ""Pick up these red-lines."" which I found out meant do Project Coordination of 12 consultants on 2 buildings - one existing - & he thought THAT should be done in a week! Don't even think of recording your real time on timesheets - my immediate manager worked every weekend & many evenings the whole time I was there - the entire team had to work Easter Sunday - for FREE! If a co-worker was at my desk, at 8:08, he received a comment - not from his manager, but mine, to the effect he should have been working for half an hour already - not visiting! And he worked 10 hours a day everyday! Upper management was either a blow-hard or blowing smoke -THAT's why the projects are failing.",,,
941,Atkins Réalis,Infrastructure,Traffic operator,,,2021-01-12,2.0,,,,,,,"Interesting work, decent pay and benefits (for those just starting out, not great for people with mortgage/families - starts at $14/hr), lots of parking available, nice facility, good way to get your foot in the door for State Employment (they are contracted by the State of NC for Statewide Transportation Operations Center), diverse workforce, immediate supervisors were knowledgable and good leaders for the most part.","Very poor upper management (backstabbing is abundant), nepotism, favoritism, unfair promotions and raises given, upper management meddles with operations and takes all the credit for what Operators do, long hours (working 12 hour overnight shifts during emergencies/inclement weather), nitpicky supervisors (you aren't allowed to use your cell phone 'on the floor'). We'd refer to their hallway of offices as ""the snake pit"", if that tells you anything...",,,
942,Atkins Réalis,Infrastructure,Anonymous employee,,,2014-11-13,5.0,,,,,,,"Visionary leadership at the global level has cascaded to sharp, innovative talent as managing directors in the regions. The company is taking well-considered risks to change the organization and strengthen its competitive position. You can walk the halls and feel the energy and excitement. The specific focus on a limited set of major goals has continued for several years now, and the results are starting to show. This is not ""flavor of the month"" management or backing off what needs to be done if someone complains. There is clear demonstration of integrity at the top, which is a positive trust-building position for me.","We're still working on improvements to processes and back-end systems to support the changes, especially providing enough pathways of communication and attention to managing resistance to change. Like many companies transitioning from being multi-local to being truly global, we have some challenges in building cultural awareness in order to work together.",,,
943,Atkins Réalis,Infrastructure,Anonymous employee,,,2014-11-06,4.0,,,,,,,"The management team isn't afraid to make changes for the better. The company's seeing positive results from the changes. Management truly cares about the employees, and there are many ways to engage. Very open environment that encourages collaboration and teamwork. The CEO has communicated his vision and has set very clear goals for the organization. There's a very strong client service culture and a focus on innovation and project delivery.","There really aren't cons that I've found. Some of the staff are struggling with the changes and they tend to be negative, which brings coworkers down. Benefits and pay are comparable to the rest of the industry; opportunities for personal growth are available to those who seek them.",,,
944,Atkins Réalis,Infrastructure,Anonymous employee,,,2015-04-01,1.0,,,,,,,"""There isn't any negativity, and everyone is always willing to share work"" - False. This was the most negative, toxic, and bitter work environment I've ever been a part of. Line managers constantly throw people under the bus for their own mistakes. This is a ""fend for yourself"" workplace. ""Support for success from the senior leadership team is definitely tops!"" - haha, did HR write this review?? ""An employee can actually carve their own path for success."" - There were no career paths at Atkins. Management would continually take people who were very technically sound and try and ""round out"" their talent by taking them off the technical tasks and making them fill out BMS forms. They have a false idea of what real project management is. ""Good performance is also recognized."" - the appraisal process was the worst I've encountered in all my years in the industry. If you were a British male, you would be recognized. Good performance is recognized if you sleep your way to the top.","""Atkins is definitely a top firm."" - said no one in Houston",,,
945,Atkins Réalis,Infrastructure,Anonymous employee,,,2019-04-17,2.0,,,,,,,"Good location, friendly and competent co-workers, okay benefit package","Micro-management, disregard of junior staff's opinion, departmental politics, amount of billable work, raises based on billable time, raises do not incorporate increase of health care cost, too many acquisitions (2 in 5 years time)",,,
946,Atkins Réalis,Infrastructure,Anonymous employee,,,2014-11-04,4.0,,,,,,,"Having worked for this Company for lots of years I can honestly say it's a great place to work. Provides excellent opportunity for new graduates to obtain the experience they need to become seasoned professionals, and also allows the seasoned professionals to truly make a difference in planning, designing and enabling solutions. Great benefits and working conditions. A progressive environment. New CEO has breathed fresh air into this Company - has provided definite direction, is visible, involved and within reach. It's a new day here at Atkins.",Changes must take place for a Company to achieve its vision....so this is NOT A CON. Takes patience and commitment to allow the changes to settle. Positive changes happening here at Atkins.,,,
947,Atkins Réalis,Infrastructure,Anonymous employee,,,2018-01-27,3.0,,,,,,,"Better than average compensation package in the industry, diversified business portfolio and decent job stability",Actual technical strength mismatches with firm size: There are 35ish big name fellow engineers making 140k not being able to do much of any work (design or manage) in our main business line - transportation projects. Shall we worry that our clients would eventually find out our strength and performance when they see our work? No worries of course if we are not selected for the work. That happens but we don't want see that happening too often.,,,
948,Atkins Réalis,Infrastructure,Anonymous employee,,,2015-07-07,3.0,,,,,,,well established living off the PBS&J name. Haven't found any pros since the takeover/buyout/merger.,living off the PBS&J name. Only interested in getting it done by the worker bees while management offers little support. Much like the apparatus that led to the french revolution and Bastille day.Economy improves more people look for better and realistic opportunities,,,
949,Atkins Réalis,Infrastructure,Senior engineer,,,2017-11-15,2.0,,,,,,,"If you are in the right office and sector, it can be a good time to be at Atkins. If you aren't, you will stay on a downward slide. There have been lots of defections from the PBS&J days, and they haven't been replaced.","Many technical people have to find work for themselves because the ""business unit"" people either don't do it or only do it for the discipline they are part of. The business model restricts technical people from doing business development. It doesn't work. Atkins keeps adding business unit mouths to feed and isn't addressing the technical deficiencies or providing the support they need. They have little/no interest in supporting career or professional development.",,,
950,Atkins Réalis,Infrastructure,Senior consultant,,,2014-12-02,1.0,,,,,,,"Decent salaries and benefits that are generally competitive with other big global engineering firms. But don't rely on the recent positive reviews. Rather, actually talk to current and previous Atkins employees before you accept a job with this company. The best talent left long ago and most of those that are left are actively looking to get out. Increasing shareholder value - stock price - is the only value this company promotes.","Toxic cut-throat environment; little or no appreciation of employees - you are only as good as your last timesheet; very quick to layoff employees after projects are completed; no long-term commitment to retaining experienced staff; sales and business development strategy is completely lacking as evidenced by declining revenues; U.S. organizational scheme is highly flawed, confusing and inefficient; U.S. CEO is untrustworthy and uninspiring.",,,
951,Atkins Réalis,Infrastructure,Anonymous employee,,,2014-10-01,1.0,,,,,,,"The health, etc. benefits in the US are good compared to other companies (not sure how they compare in other regions around the world).","1.) As with many companies these days, employees are pushed hard, so the work-life balance is quite poor. 2.) In the US, the culture has changed a bit for the worse, since Atkins acquired PBSJ. 3.) The company doesn't seem terribly interested in retaining top talent. Instead, they definitely interested in pleasing the share-holders, and the bonus eligible staff, which has resulted in a few large reductions in force (layoffs), but I guess that goes with the territory.",,,
952,Atkins Réalis,Infrastructure,Consultant,,,2015-01-05,3.0,,,,,,,Fairly good job security - as long as Atkins has work for you. Good work/life balance as most of the work is routine.,"You will be let go within a week or two if Atkins cannot find someone to pay them to pay you. Very little opportunity for career advancement. Most positions are as contractor/consultant for firms that Atkins has a contract with. Once you are in one of these positions, it is very difficult to do something different. For a firm that relies heavily on the talents of their employees, there is surprisingly little invested in educating these employees. The attitude is that employees need to come prepared to be billable and can access online educational tools if they are low/no cost.",,,
953,Atkins Réalis,Infrastructure,Engineer ii,,,2014-05-29,3.0,,,,,,,This is a well known and established company. It has many of the perks of a large company. They really encourage involvement in professional organizations. The people in my group were amazing and patient. I couldn't have asked for better mentors.,"Since the buy out in 2010, the employees don't seem to be as valued as higher ups claim. The benefits of being employee owned are gone. A bit before I was let go, there was a cut of around 100 of the most seasoned and valuable employees in the company to make the numbers better. They seemed to cut their feet out from under them.",,,
954,Atkins Réalis,Infrastructure,Project manager,,,2018-02-13,2.0,,,,,,,"Office environment is very pleasant, with nice employees. Flexible hours... It felt good to go to work everyday.","Management wants you to win projects and contracts, but are not willing to offer a whole lot of support. Their internal procedures are their own worst enemy. The reporting structure sucks, with managers in other states making go/no-go decisions, but have no idea of the local climate. Their internal reporting requirements are their own worst enemy. I wasted my time their, trying to market for a company that seemingly doesn't want to win.",,,
955,Atkins Réalis,Infrastructure,Anonymous employee,,,2018-02-21,1.0,,,,,,,Many of the people I worked with were hardworking and wanted to do their job well but weren't given the support or tools to do so.,"Terribly unorganized, the good ole boy network is very strong, unethical decisions are made to ensure the money keeps rolling in and there's absolutely no accountability. Unless you are disliked then you'll be held accountable to rules that don't apply to everyone. (I was liked so I wasn't treated this way but I saw several examples of it.) The corporate (not local) HR group is incompetent, lazy and turns a blind eye to problems.",,,
956,Atkins Réalis,Infrastructure,Anonymous employee,,,2018-01-09,3.0,,,,,,,"Your coworkers will be some of the best in the industry. Intelligent, skilled, kind, competent, willing to share information and guide those who are not at the same level.",It's a sinking ship. Management lets the best people walk out the door without any effort to save them. Benefits have been reduced and not reinstated. No work on the horizon and the outlook is bleak. Management doesn't know how to sell the product.,,,
957,Atkins Réalis,Infrastructure,Training department,,,2011-04-06,5.0,,,,,,,"I have been very impressed with the hiring practices of NSA The president seems to be very personable and cares about his employees Excellent HR staff As an employee, I feel valued Monetary benefits are very competitive","As a new employee, I wasn't given a lot of guidance as far as how to complete my first timesheet, set up my employee personal info on the employee page, etc. It would have been helpful to receive an employee orientation so I would know what to expect and what was expected of me.",,,
958,Atkins Réalis,Infrastructure,Design engineer,,,2014-11-20,5.0,,,,,,,"Excellent benefits, flexible schedules for life's personal challenges... The atmosphere at work is awesome. Relatively laid back, with great people to be around. There isn't any negativity, and everyone is always willing to share work, and help each other out. Support for success from the senior leadership team is definitely tops! It's easy to get guidance and help, when there are challenges. An employee can actually carve their own path for success. You just have to put in the effort. Good performance is also recognized.","None really, after have been with several major engineering firms. Atkins is definitely a top firm.",,,
959,Atkins Réalis,Infrastructure,Senior technical staff,,,2014-02-22,2.0,,,,,,,"Hard working, ethical, creative and talented technical staff. Great support staff","In past 8 years or so, at least one reorganization every two years. Highest levels of management do not listen to staff on reorgs. They give the impression of such, but dissenting opinions not given much weight. Current alignment has little chance of being successful for some groups, while others will be fine. But why the constant need to rearrange corporate structure?",,,
960,Atkins Réalis,Infrastructure,Senior project manager,,,2013-12-19,2.0,,,,,,,"co workers, client interface opportunities","lack of continuity in management, lack of execution of strategy, lack of cohesive vision, very inconsistent personnel management, complete lack of performance based incentives at a mid manager/career level, lack of operational guidelines for such simple things as bid generation and scope review, absolutely no opportunities for cross discipline or other types of training, many senior staff just looking for a good exit opportunity, many managers are so frightened for their security that they are not making decisions for sustainable success, but simply for short term survival",,,
961,Atkins Réalis,Infrastructure,Anonymous employee,,,2015-12-01,3.0,,,,,,,Very strong employees and people who are passionate about their jobs and their clients. Good benefits and decent pay.,"Leadership is a carousel of good 'ol boys all from former companies. Think reverse pyramid scheme where the CEO comes in, brings four or five of his friends, then they each bring four or five of their friends... Way too many reorgs trying to hide the bodies instead of fixing the problems.",,,
962,Atkins Réalis,Infrastructure,Anonymous employee,,,2016-01-07,1.0,,,,,,,"Non-executive personnel are hardworking and supportive. Receptionists, engineers, designers, analysts, etc. These are the people who help make each work day tolerable.","Low pay, high turnover, stressful, demoralizing. Executive level / upper management have created a demoralizing and toxic environment for all involved. They will humiliate their staff members with no hesitation and are condescending and hostile. Some executives have been reported to HR countless times with no action taken. At Atkins it isn't about the people - it's about being a member of the good ol' boys club and doing whatever it takes to make money and intimidate anyone who gets in their way.",,,
963,Atkins Réalis,Infrastructure,Anonymous employee,,,2016-09-28,3.0,,,,,,,"not much time required outside of your schedule, flexible schedules, can work from home occassionally","there is a severe lack of recognition of skill, and an overall communist approach to sharing work instead of assigning one person per project for the entirety of the project. working in consulting means you are billed per hour, so there is a lot of client time and money wasted at atkins because of ridiculous policies. just moved to a new location, AKA the cube farm. the office is now one open concept room with very limited desk space and 2.5' cube walls on 2 sides. no privacy, full of distracting noises and people moving around",,,
964,Atkins Réalis,Infrastructure,Field representative,,,2023-01-28,2.0,,,,,,,Provides a flexible work schedule and plenty of opportunities for training. Overall job expectations are on par for this line of work. Provides a comoany vehicle and gas card.,Wages are comparable to working for state and not as enticing as other private sector companies. Insurance costs and plans are medicore at best. HMO high deductible plan that is nearly impossible to meet without breaking the bank. Management styles vary drastically between offices often contradicting one another.,,,
965,Atkins Réalis,Infrastructure,Project manager,,,2016-09-23,2.0,,,,,,,"Generally the people I worked with were some of the most amazing, skilled, hard working and technically competent individuals I have ever worked with. The office space where I worked was also beautiful. Unfortunately the Pro's end there.","Turnover - Atkins has an incredibly high amount of turnover and it got even worse when the economy got a little better. Turnover was so high in California that they had to close a few offices because there was just no one left to work in the buildings they were leasing. The high turnover also made it difficult to deliver successful projects. Inevitably everything I was working on was a hand me down from some other project manager that quit and the budget/deliverables were all over the place. This lead to a ""left holding the bag"" situation where I was being put on notice by Atkins management and clients for either being over budget or not delivering products on time. By the time I left I was so battered by clients and internal Atkins management that I had mild PTSD. I apologize to anyone that took over the projects I left them. Trust me I know how you are feeling. Get out while you can! Management - There were some great senior managers that were trying as hard as they could to ""right the ship"". The good ones didn't last long only because a person can only take so much beating down by clients and corporate management that they quit. This lead to some desperation hires and promotions of staff that were under qualified and unfit for that sort of job. Other regional managers were working in satellite offices halfway across the state/country and were just warm bodies. None of the regional directors I worked with were in anyway helpful to my struggles and clearly did not listen to my suggestions (or if they did they ultimately had no power in their job to act on these suggestions). Administrative Duties - Sometimes I felt like Peter Gibbons from office space where I was getting called by 5 different people about the same thing. Usually about my budget forecasts. Forecasting was such a brutal monthly exercise, that depending on the number of projects you were managing, could take a full day to complete. Also why was the forecasting left to staff? Was this time billable? Not a chance. Better Options - The economy is in a better situation and if you can get hired at Atkins, you can get hired somewhere better. Take the time to look elsewhere. I definitely took part in downplaying the issues with Atkins to potential job candidates just because we needed the help. Be wary of what you are being sold.",,,
