review_id,company_name,industry,job_title,review_date,overall_rating,pros_text,cons_text,pros_sentiment_score,pros_sentiment_label,cons_sentiment_score,cons_sentiment_label,combined_sentiment_score,combined_sentiment_label
598,Mayo Clinic,Healthcare,Clinical dietitian,2025-08-30,1.0,Nice hospital Good benefits Respect for dietitians,"Terrible management - plays favorites, lack of mentoring/coaching and appreciation/recognition for employees Lack of work life balance Micromanagement/lack of trust for employees",0.886,Positive,0.1027,Positive,0.49435,Positive
599,Mayo Clinic,Healthcare,Registered nurse,2025-07-28,5.0,"The reputation, the access to care, the revolutionary medicine and research","Pay isn’t much more than any other hospital system, maternity leave is terrible, no real exclusive benefits besides pension.",0.4939,Positive,-0.5676,Negative,-0.036849999999999994,Neutral
600,Mayo Clinic,Healthcare,Phd student,2025-07-26,5.0,Very interesting research. You feel a sense of making direct impact in science and patients lives,Small city which requires gettin creative with activities outside of work,0.4576,Positive,0.4404,Positive,0.449,Positive
601,Boston Scientific,Healthcare,Process engineer ii,2025-11-07,5.0,Great culture with smart people,Growing pains that come along with a growing organization,0.7783,Positive,-0.1027,Negative,0.3378,Positive
602,Boston Scientific,Healthcare,Ep senior mapping specialist,2025-11-02,2.0,"Benefits - good health and dental insurance ESPP - employee stock program available if one chooses to participate Job Security - once you have this job and are trained, even a pandemic will not get you laid off - it takes much too long to train a new employee",Short-Staffed Teams - this company was previously 4th place among mapping systems/ablation technology within the field. BSC is still playing catch up with well-established competitors and is still struggling to hire faster enough to remain competitive when opportunities arise. The mindset to not already have someone hired and trained/ready for that next opportunity will be where major business misses happen. The teams are not even staffed enough to cover and maintain the business that is already established. Expect long hours and no work life balance.,0.7845,Positive,0.1832,Positive,0.48385,Positive
603,Boston Scientific,Healthcare,Manufacturing technician,2025-11-03,5.0,Great work environment A lot of help from upper management They like to hire within Good work life balance A lot of benefits,Projects you worked hard at can get over looked easily by something else. There are definitely favorites within the company from entry lecvek To upper management,0.93,Positive,0.7579,Positive,0.84395,Positive
604,Boston Scientific,Healthcare,Territory manager,2025-11-08,4.0,Above average pay and great benefits,Work life balance can be challenging,0.743,Positive,0.1531,Positive,0.44805,Positive
605,Boston Scientific,Healthcare,Senior financial analyst,2025-10-29,2.0,Great pay and some solid benefits,"Culture differs from team to team, really need to improving training method or documentation. Can get crazy workload from the jump and then get minimal support.",0.7845,Positive,0.5209,Positive,0.6527000000000001,Positive
606,Boston Scientific,Healthcare,Associate director of engineering,2025-11-05,5.0,"Culture, flexibility, purpose, and growth opportunities.","Compensation, challenging acquisition environment, legacy products.",0.765,Positive,0.1531,Positive,0.45905,Positive
607,Boston Scientific,Healthcare,Anonymous employee,2025-11-04,1.0,"Good benefits, decent pay, good cafeteria","Lousy training, overburdened trainers, toxic behavior from pc, lousy communication",0.7906,Positive,-0.7906,Negative,0.0,Neutral
608,Boston Scientific,Healthcare,Clinical specialist ii,2025-10-27,2.0,"decent pay good benifits ""unlimited time off"" good hours",very poor management not a lot of innovation field reps are last on priority list for company,0.6597,Positive,-0.2006,Negative,0.22954999999999998,Positive
609,Boston Scientific,Healthcare,Technician,2025-07-29,4.0,"Good company, benefits and people",If you work in CA you don't get to partake of their Summer Hours program and there are no alternative benefits so you literally lose out. If you are an hourly employee there is no work/life balance at all. Even if you can do 75% of your job from home they will not let you work from home at all meanwhile you will see others at your same level in other States that ARE able to work from home so it really depends on your Manager but they will blame it on someone higher than them for not allowing you to work from home at all. I am a LONG time employee and happy I am close to retirement...,0.6705,Positive,-0.2081,Negative,0.2312,Positive
610,Boston Scientific,Healthcare,Sales,2025-11-01,5.0,"Good technology, team and people","Inconsistent quotas, but not crazy",0.4404,Positive,0.3724,Positive,0.4064,Positive
611,Boston Scientific,Healthcare,Program manager,2025-10-27,5.0,Awesome place to work with a fabulous culture.,"None at this time, things are great.",0.8176,Positive,0.6249,Positive,0.72125,Positive
612,Boston Scientific,Healthcare,Territory manager,2025-10-28,3.0,"They hire great people, lots of resources","Long line to get promoted to management, tough work life balance",0.6249,Positive,0.3182,Positive,0.47155,Positive
613,Boston Scientific,Healthcare,Customer service representative (csr),2025-10-29,3.0,It pays alright for the job requirements,"Terrible work life balance, moving goalposts on metrics",0.25,Positive,-0.4767,Negative,-0.11335,Negative
614,Boston Scientific,Healthcare,Clinical specialist,2025-09-09,5.0,"Big corporation, great for job security. Plenty of opportunity to pursue adjacent roles in a variety of departments. Learning environment and benefits are top notch. Upper management very accessible.","Big corporation. Easy to get lost in the shuffle. If you are low on the totem pole, expect to go largely unheard. Sales and upper management are competitive, and years of loyalty and plugging away doesn’t mean you will be considered for a promotion.",0.9136,Positive,0.5719,Positive,0.74275,Positive
615,Boston Scientific,Healthcare,Senior financial analyst,2025-10-12,4.0,"Benefits and time off, campus perks, supportive and collaborative environment",Highly matrixed and complex financial systems given the company's growth and acquisitions over the years,0.5859,Positive,0.3818,Positive,0.48385,Positive
616,Boston Scientific,Healthcare,Engineer,2025-10-15,4.0,The work environment was energized and all of the people were extremely supportive,Not as many amenities as other BSC sites,0.6997,Positive,0.0,Neutral,0.34985,Positive
617,Boston Scientific,Healthcare,Director,2025-09-19,5.0,"Mission driven with the patient at the center of all we do. Very innovative and supportive culture. The leadership teams are real people, approachable. Hybrid schedule at 3 days onsite is best in class right now !","My commute is lengthy, but it is worth it. If we moved to 4 days onsite, that would stink!",0.8793,Positive,-0.3595,Negative,0.2599,Positive
618,Boston Scientific,Healthcare,Manager,2025-10-16,3.0,growth opportunities salary and benefits,a lot of recent restructuring project progress is slow due to the approval requirements,0.7783,Positive,0.7096,Positive,0.74395,Positive
619,Boston Scientific,Healthcare,Hr generalist,2025-10-17,4.0,Healthy work-life balance Good pay,Sometimes difficulty in advancing careers or changing paths,0.6369,Positive,-0.34,Negative,0.14845,Positive
620,Boston Scientific,Healthcare,Manufacturing engineer i,2025-10-09,3.0,Good training and support systems.,Advancement will be slow. Expect to spend 3 to 4 years with no title change and very little salary growth,0.6808,Positive,0.099,Positive,0.38989999999999997,Positive
621,Boston Scientific,Healthcare,Co-op,2025-10-16,5.0,nice people to work with,"busy, is stress at times",0.4215,Positive,-0.4215,Negative,0.0,Neutral
622,Boston Scientific,Healthcare,Anonymous employee,2025-09-28,1.0,"Speaking about the HQ in Marlborough, specifically Endo - it’s a great place to work if you are a white American or white European: opportunities, preference, first in line for promotions","They will make you miserable if you are not a white American. Lots of micro aggressions, zero opportunities and zero recognition/promotions. They will prioritize white folks. They pride themselves of being diverse and inclusive - that’s just propaganda, only words.",0.7717,Positive,-0.3612,Negative,0.20525000000000002,Positive
623,Boston Scientific,Healthcare,Engineer,2025-10-09,4.0,good work life balance good career growth,sometime it can be overworked to meet deadlines,0.8126,Positive,0.0,Neutral,0.4063,Positive
624,Boston Scientific,Healthcare,Manager,2025-05-02,3.0,CEO is awesome. Bonus and pay is decent for roles. Some administrative roles pay too much though. Some divisional folks have expertise that are valuable.,"Corporate folks in Boston lack expertise and take large salaries. HR recruiment lacks ability to bring good candidates. Love the CEO but he did allow an unvetted runaway train with DEI... which became an individualized concept of a selfish few with an agenda to be forced upon the whole company. Company appeared to sell DEI, and not well, instead of medIcal devices. Subtantive work suffered due to it. It's odd anyone would think the agenda makes sense for business. Hopefully they get back on track. Social issues are best left out of the main business agenda unless the business goal is to solve them.",0.872,Positive,-0.0441,Neutral,0.41395,Positive
625,Boston Scientific,Healthcare,Field clinical representative,2025-10-07,5.0,"Decent pay, excellent NY team","Pay could be higher given hours, weekends, and work load",0.5106,Positive,-0.1027,Negative,0.20395000000000002,Positive
626,Boston Scientific,Healthcare,Product builder,2025-08-25,2.0,Benefits are pretty good cost-wise 1st shift gives you the rest of the day to yourself,Terrible pay Their idea of DEI is a joke No one is ever on the same page; you ask one person a question and get a different answer when you ask someone else that's at the same level as them! Lots of favoritism at play when it comes to certain supervisors Don't rely on their word when they say an opportunity is in the future for you,0.8271,Positive,0.5848,Positive,0.70595,Positive
627,Boston Scientific,Healthcare,Manufacturing engineer,2025-09-12,1.0,"The engineers and product builders are not the issue, its upper management that has problems. All of the people I have interacted and worked with (on the engineering level) are genuinely nice and supportive. Everything is about saving money for the corporation, but not taking care of employees mentally or financially.",Just like any other corporation the management team has their favorites and HR turns a blind eye to anything reported against those people. Nobody is held accountable for their actions ethically or professionally.,-0.4199,Negative,0.3818,Positive,-0.01905000000000001,Neutral
628,Boston Scientific,Healthcare,Pacemaker technician,2025-10-02,5.0,"Advancing tech field, good education for systems","Dealing with patient and Dr personalities, days can turn long unexpectedly",0.4404,Positive,0.0,Neutral,0.2202,Positive
629,Boston Scientific,Healthcare,Anonymous employee,2025-10-03,5.0,"good culture, good opportunities for career growth",nothing i can think of,0.875,Positive,0.0,Neutral,0.4375,Positive
630,Boston Scientific,Healthcare,Builder,2025-09-30,3.0,"Inside promotion, Good coworkers, Nice people, 3 breaks","Pay, Mandatory OT, Feels draining, Absence Points System,",0.6908,Positive,-0.0258,Neutral,0.33249999999999996,Positive
631,Boston Scientific,Healthcare,Senior group manager,2025-09-10,5.0,The culture at Boston Scientific is amazing. They (appropriately) focus on the patient above all. Second to that is the treatment of their employees. It is the best place that I've worked hands down.,Nothing comes to mind regarding cons.,0.8402,Positive,0.0,Neutral,0.4201,Positive
632,Boston Scientific,Healthcare,Senior manufacturing engineer,2025-10-03,3.0,The company has good benefits.,There is a lack of training.,0.6705,Positive,-0.3182,Negative,0.17615,Positive
633,Boston Scientific,Healthcare,Manufacturing engineer,2025-09-27,4.0,Lots of innovative technology and equipment for high precision manufacturing,Hard to make process changes after production release,0.4404,Positive,-0.1027,Negative,0.16885,Positive
634,Boston Scientific,Healthcare,Clinical specialist,2025-09-25,3.0,"Flexibility, autonomy, Mangement did not micromanage","Communication about direction of the business was lacking, inconsistent messaging from senior leadership.",0.34,Positive,0.0,Neutral,0.17,Positive
635,Boston Scientific,Healthcare,Quality engineer,2025-10-14,1.0,Not worth it no pros,"Bad management , micro manager , quality department manager is worst",0.0572,Positive,-0.8225,Negative,-0.38265,Negative
636,Boston Scientific,Healthcare,Project manager,2025-09-25,5.0,Lots of opportunities to advance and learn,"Somewhat hierarchical, can be lots of red tape",0.3818,Positive,0.0,Neutral,0.1909,Positive
637,Boston Scientific,Healthcare,Senior clinical specialist,2025-07-26,4.0,The products are excellent and they sell themselves/ the sales training team arms you with the necessary materials to succeed,"Retention is terrible because leadership is disconnected from the field and punishes its hardest workers with more hard work. There is a lack of opportunity to make more money and so there is a tendency to see burnout right before someone reaches the end of their contract. When presented with a new contract opportunity, there is no offer to raise the base salary.",0.7845,Positive,-0.6801,Negative,0.05219999999999997,Positive
638,Boston Scientific,Healthcare,Anonnymous,2025-09-19,5.0,Literally the best company out there. Always eager to help patients and progress further,"No words, absolutely great company!",0.9042,Positive,0.54,Positive,0.7221,Positive
639,Boston Scientific,Healthcare,Product builder i,2025-09-21,3.0,not too hard to learn only required GED,supervisor has favorite Management do not care about you,0.0762,Positive,0.0956,Positive,0.0859,Positive
640,Boston Scientific,Healthcare,Production,2025-09-19,5.0,"Great benefits, caring. Contributes to the well-being of people",Can work a lot of hours,0.872,Positive,0.0,Neutral,0.436,Positive
641,Boston Scientific,Healthcare,Product manager ii,2025-09-08,5.0,"Lovely people, inward mobility potential.","Pro and con, but it’s a high performance environment, good if you like being challenged, are a high performer, and have confidence and strong boundaries.",0.5859,Positive,0.9468,Positive,0.76635,Positive
642,Boston Scientific,Healthcare,Sr. software engineer,2025-09-19,5.0,"Healthy culture , supportive team","In office policy , could make it more flexible",0.5994,Positive,0.2944,Positive,0.4469,Positive
643,Boston Scientific,Healthcare,Regulatory specialist,2025-08-18,1.0,Money and summer Friday flex time.,"The quality system is a house of horrors, both in that it was designed incorrectly and that management holds nonconformities and regulations back from being corrected/implemented through the quality system. Upper management purposely only reacts to external audit findings (such as by FDA, BSI). The internal audits are obviously weak, as glaring errors only continue to perpetuate and cause chaos. Management can't admit the obvious, they just continue with their shady and illogical informal rationales, provided verbally or in email.",0.0,Neutral,-0.923,Negative,-0.4615,Negative
644,Boston Scientific,Healthcare,Internal comms and engagement,2025-04-21,5.0,"Working at this organization has been an incredibly rewarding experience. The supportive and collaborative environment created by my colleagues has made every day enjoyable and productive. The organization itself is well-structured and mission-driven, fostering a deep connection to its goals and values. One of the standout aspects is the robust support for professional development and career growth. There are numerous opportunities to learn, grow, and advance within the company, which has significantly contributed to my sense of belonging and commitment to the organization. Overall, the combination of great colleagues, a strong organizational mission, and ample development support makes this a fantastic place to build a career.","A potential con of working for a global organization is the complexity of navigating different cultural norms and communication styles. When working with global teams, employees may encounter varying expectations and practices, which can sometimes lead to misunderstandings or challenges in collaboration. Adapting to diverse work cultures requires sensitivity and flexibility, and it may take time to build effective working relationships across different regions.",0.9892,Positive,0.7003,Positive,0.84475,Positive
645,Boston Scientific,Healthcare,Senior quality supervisor,2025-09-17,4.0,"Terrific Benefits
Great people to work with","Growing too fast
Constant issues with new hires",0.8689,Positive,0.1779,Positive,0.5234,Positive
646,Boston Scientific,Healthcare,Anonymous employee,2025-09-08,5.0,Boston scientific is a great company to work for and has an outstanding culture,The pay could be higher,0.8442,Positive,-0.1027,Negative,0.37074999999999997,Positive
647,Boston Scientific,Healthcare,Pilot,2025-09-11,5.0,Great people everywhere you go in the building and coffee is amazing,Parking is far from building,0.836,Positive,0.0,Neutral,0.418,Positive
648,Boston Scientific,Healthcare,Computer engineering,2025-09-15,4.0,Its pays the my bills,Its a massive multi level company,0.0,Neutral,0.0,Neutral,0.0,Neutral
649,Boston Scientific,Healthcare,Supplier engineer,2025-09-05,5.0,"Great work life balance, good compensation, great company values, lots of opportunities",Managers can change often because of internal opportunities,0.9468,Positive,0.3818,Positive,0.6643,Positive
650,Boston Scientific,Healthcare,Sr. r&d engineer,2025-09-13,4.0,good benefits and good culture,below market pay and chaotic work,0.8126,Positive,-0.5574,Negative,0.1276,Positive
651,Boston Scientific,Healthcare,Principal manager,2025-08-16,4.0,Culture is great. CEO and team are inspiring and competent. Great work-life balance. Passionate and dedicated people,Limited growth opportunities. People spend years and years on same level. Ok for some people. Not to much for others,0.9623,Positive,0.6705,Positive,0.8164,Positive
652,Boston Scientific,Healthcare,Field clinical representative,2025-09-08,1.0,None. Terrible overall experience. Promoting the wrong people,I had a manger run off an entire team and that individual was promoted. Terrible environment that ruined the entire company for me.,0.2392,Positive,-0.5267,Negative,-0.14375,Negative
653,Boston Scientific,Healthcare,Sr. r&d engineer,2025-08-21,4.0,Work culture is better than most places. Work-life balance. Most are friendly.,Don't work in the Valencia site. They are downsizing.,0.749,Positive,0.0,Neutral,0.3745,Positive
654,Boston Scientific,Healthcare,Lab technician,2025-07-03,5.0,"Room for advancement Learn on the job Pay Benefits Culture Diversity Activities Investments into employees (Tuition reimbursement, certification classes and reimbursements, the list goes on) If YOU put in the effort and work, you WILL see a return. You get what you put in.",-My previous cons of communication has greatly improved.,0.296,Positive,0.5256,Positive,0.41079999999999994,Positive
655,Boston Scientific,Healthcare,Senior field clinical representative,2025-08-15,5.0,- Working with cutting edge research and devices - Direct patient interaction most rewarding part - Field based role,- Demanding call schedule - No room for complacency,0.4927,Positive,-0.4767,Negative,0.008000000000000007,Neutral
656,Boston Scientific,Healthcare,Principal business analyst,2025-08-20,5.0,- great and helpful people to work with; - great culture; - good work/life balance,- lower than market pay,0.9313,Positive,-0.3818,Negative,0.27475000000000005,Positive
657,Boston Scientific,Healthcare,Design quality engineer co-op,2025-08-25,5.0,"Company culture, Dedication of employees and Collaborative Environment",Nothing to be specific at all.,0.0,Neutral,0.0,Neutral,0.0,Neutral
658,Boston Scientific,Healthcare,Clinical specialist,2025-08-05,4.0,"Initial training was fantastic. Great, life changing products. Reasonable expectations and managers. Awesome benefits and PTO.",Management is cliquey and not at a certain point you have to leave the company if you want to find advancement.,0.9371,Positive,-0.1813,Negative,0.3779,Positive
659,Boston Scientific,Healthcare,Scrum master,2025-07-23,5.0,This industry has been stable where other industries right now are experiencing layoffs. Great work life balance. You can take ownership of your career and upskill to get positions that accelerate your career growth.,Base Pay not as competitive as other companies. Not as many perks like RSUs or free food.,0.836,Positive,0.597,Positive,0.7164999999999999,Positive
660,Boston Scientific,Healthcare,Quality engineer 2,2025-08-14,5.0,many sites to work from lots of resources Good budget,can deal with some arrogant managers can take a while to get promoted,0.4404,Positive,-0.1027,Negative,0.16885,Positive
661,Boston Scientific,Healthcare,Process engineer i,2025-08-18,5.0,Supportive culture and overall great company,Honestly nothing bad to report so far,0.743,Positive,0.705,Positive,0.724,Positive
662,Boston Scientific,Healthcare,Principal data scientist,2025-08-19,5.0,Excellent work life balance & nice culture,"Slow moving work overall, heavily regulated",0.7579,Positive,0.0,Neutral,0.37895,Positive
663,Boston Scientific,Healthcare,Pre-authorization specialist,2025-06-26,2.0,Close to home and colleagues are friendly.,"Favoritism, no promotions, low pay, management is very condescending, too much micromanagement , and no room for growth.",0.4939,Positive,0.0808,Positive,0.28735,Positive
664,Boston Scientific,Healthcare,Senior manufacturing engineer,2025-08-09,5.0,There is a great culture and mission.,Generally value management ahead of individual contributors.,0.6249,Positive,0.34,Positive,0.48245000000000005,Positive
665,Boston Scientific,Healthcare,Marketing operations specialist,2025-08-04,3.0,Making a difference in the lives of patients.,"Lack of autonomy and flexibility, head count freezes, difficulty for growth.",0.0,Neutral,0.0516,Positive,0.0258,Neutral
666,Boston Scientific,Healthcare,Project manager,2025-03-25,2.0,- Work schedule flexibility - Commitment to DE&I - Health benefits and maternity leave are average,"There have been multiple policy changes in the past year and a half by CEO, Mike Mahoney that have tanked the culture of Boston Scientific. If you were an existing remote employee, there are no longer any opportunities for you and it is a sign of quiet firing. Many teams are over capacity and expected to work long hours and that is embedded in the culture. You work until the work is done. There are many policies that are in place, including increased face-to-face meetings, which seems hypocritical with new travel policies. Recently the CEO’s salary has been released, and it reflects in the merit and bonuses that we’ve been awarded. It would not surprise me if in a couple of months, DE&I goes away.",0.7506,Positive,0.6582,Positive,0.7044,Positive
667,Boston Scientific,Healthcare,Process development engineer,2025-07-28,4.0,"Good people, oppurtunities to advance, promote high personal ethics","Beauracracy, internal gossip, project management",0.6705,Positive,-0.1779,Negative,0.2463,Positive
668,Boston Scientific,Healthcare,Tax manager,2025-08-06,5.0,Exciting work and great team,None at this point in time,0.8074,Positive,0.0,Neutral,0.4037,Positive
669,Boston Scientific,Healthcare,Digital marketing,2025-05-13,2.0,People you get to work with Salary is ok Bonus each year Impact of the company on patients Big company feel/perks Nice office and amenities,"Where to start. I loved this place up until a couple years ago. Management has turned into money crazy leaders where all that matters in sales. While that drives the business and investment, sales comes from humane operations and having time to think to build a great product. It takes great teams to do that, to emphasize that we need to make space to learn, be creative, think about what is important, to fail, to innovate, to grow. None of this is here anymore. Its about making the numbers look good - “seeing green” like i heard today. Everyone is under pressure to show growth no matter how its done. People take mental leaves, disappear from teams, you can visibly see the frustration on people, cracking under the pressure. Ive seen so many people come and go since management changed the culture. People are edged out, people silent quit. Everything is controlled by what one person thinks and the mood theyre in. Sunday scaries are real here now. Leaders will throw you under the bus and not pause to think about what you need from them to succeed just because they're constantly trying to please the upper management. You may be moving the earth and sky to get what they ask of you done and not get an inch of gratefulness or thank you- in fact they just move the bar and make you feel like you didnt reach it, change direction and not use your work at all that you stayed up all day and night doing to meet an out of the blue impossible deadline. Priorities dont shift around either, you need to make it work. This particular team has these problems but others have similar ones. Fear based leadership for this team which feels like worker bees holding up the team. You do make great friends as you share each others pain and hold each other up. I have no time to grow in my career at all as every second is taken up by work. 0 work life balance and actually bring home work and the stress, anxiety, and abuse with me.",0.8176,Positive,0.6981,Positive,0.75785,Positive
670,Boston Scientific,Healthcare,Anonymous employee,2025-07-26,4.0,BSC has a great culture that makes you feel like one of the team.,Limited opportunity for growth despite career length.,0.765,Positive,0.5423,Positive,0.6536500000000001,Positive
671,Boston Scientific,Healthcare,Field clinical specialist,2025-07-22,5.0,Wonderful company. Invests in employees continuous training and development. Good benefits as well,Not sure I have any cons,0.8834,Positive,-0.2411,Negative,0.32115,Positive
672,Boston Scientific,Healthcare,Technician,2025-07-28,2.0,Good hours and good people for the most part,Depending on the manager can make your time difficult,0.7003,Positive,-0.3612,Negative,0.16955,Positive
673,Boston Scientific,Healthcare,Quality engineer 2,2025-07-16,4.0,Great people to collaborate with and very friendly. Excellent work life balance.,Promotions are not very clear and pay is on the lower side based on market standards.,0.9113,Positive,-0.6445,Negative,0.13340000000000002,Positive
674,Boston Scientific,Healthcare,Human resources,2025-01-23,4.0,Benefits Pto’s Perks 401k ESOP Daycare,"this is the most toxic workplace. Reeks of passive aggressive attitudes and entitled tenured grandpas and grandmas. Peers seem friendly but are manipulative, and petty. Some despite’ being tenured are clueless on company policies and “director “ titles make up for the sheer ignorance. Being in a people driven role, you are treated badly by internal leadership and employees, on certain situations. Leaders are reactive versus being mature. The benchmarking and data belongs to the 18th century and somehow is never competitive or accurate. Everyone is seemingly a part of project but outcomes are never tangible. TA onboarding operations all play to their own tunes and everyone seems disconnected.",0.3818,Positive,-0.5464,Negative,-0.08230000000000001,Negative
675,Boston Scientific,Healthcare,Continuous improvement specialist,2025-07-15,3.0,Diversity and Inclusivity. On-line trainings.,Too much politics and sugar coating.,0.0,Neutral,0.0,Neutral,0.0,Neutral
676,Boston Scientific,Healthcare,Clinical specialist,2025-03-09,1.0,A rewarding position that allows for employees to continuously improve their technical abilities. Good benefits as well.,"There is high turnover for a reason. There are plenty of two-faced people (including management) ready to take advantage of entry-level employees. To protect their idiocy, they will blame and target the new people (often the good talent) so that they aren't a threat to changing the toxic workplace culture. When good talent stands up for themselves, management will continue to use that against them to push them out the door. Not even just new employees, but other tenured people who aren't 'brown-nosers' or haven't formed alliances with the 'right' people are also subject to being undermined and targeted.",0.9313,Positive,0.6896,Positive,0.81045,Positive
677,Boston Scientific,Healthcare,Specialist,2025-07-29,5.0,Took great care of employees,Worked a lot of hours,0.8074,Positive,0.0,Neutral,0.4037,Positive
678,Boston Scientific,Healthcare,Principal software engineer,2025-07-25,5.0,"fair pay, slightly above market average",non i can think off,0.2263,Positive,0.0,Neutral,0.11315,Positive
679,Boston Scientific,Healthcare,Clinical evaluation scientist,2025-01-02,5.0,"-I'm sure this varies from department/team, but I've found my manager and coworkers to be very friendly and helpful. They genuinely want me to succeed in this position and are always willing to set aside time to answer any questions/provide training. -The overall onboarding program at Boston is very organized. Important links and HR information is readily available and easy to locate. -Company culture is very supportive -Unlimited sick-time for salaried employees -Hybrid work-mode and general flexibility -Employee programs for shopping discounts (Perks at Work) -Daycare available at some facilities","-Salaried employees still have to track their time -PTO accrued monthly rather than lump sum at start of year -No additional support for paying off past student loans. At Abbott Labs they will contribute 5% of your salary to your 401K if you're paying at least 2% of your salary towards student loans. This means that rather than paying your student loans and contributing to your 401K, Abbott encourages you to put more money towards your student loans and will add 5% of your salary into your 401k for FREE. -No health incentive programs for discounts to health plan.",0.9818,Positive,0.9029,Positive,0.94235,Positive
680,Boston Scientific,Healthcare,Crm field representative,2025-02-13,5.0,The training and field experience has been great. The teams I've been placed with have outstanding knowledge of CRM material and knowing the heart in and out. BS is a great company and work environment overall.,"The only con I have isn't necessarily with the company its just part of the employment status as a Per Diem. That's getting the proper time to work independently to really learn the trade. Also, there are no guarantees to get a full-time position if that's what your goal is it's up to timing and what the manager feels in the end so a good bit of unknowns with the per diem gig at least.",0.9545,Positive,0.2449,Positive,0.5997,Positive
681,Boston Scientific,Healthcare,Senior cta,2025-06-03,4.0,"The overall company culture, swag, holidays, office space was all fantastic.","Pay was not aligned with market pay for the positions. Favored people with children, people without children were not granted any lenience and had higher expectations. Good managers were hard to come by.",0.7351,Positive,0.4137,Positive,0.5744,Positive
682,Boston Scientific,Healthcare,Process engineer ii,2025-07-07,4.0,"Work life balance, smart people, cool products.","Slow career growth, stressful project timelines, low salaries with the caveat of good work life balance",0.6124,Positive,0.0258,Neutral,0.31910000000000005,Positive
683,Boston Scientific,Healthcare,Medical device specialist,2025-03-27,3.0,Phenomenal benefits. Mostly steady work once you’ve been hired in full time. Decent amount of PTO,"Pay is crap, and raises are tiny. There are days where you won’t have work and have to go home without pay. And the breaks are minimal",0.3818,Positive,-0.4027,Negative,-0.010450000000000015,Neutral
684,Boston Scientific,Healthcare,Anonymous employee,2025-06-27,4.0,Supportive company culture. Employees are encouraged to explore career opportunities internally to build up experience.,"Change is constant, and career advancement can be a long journey.",0.743,Positive,0.0,Neutral,0.3715,Positive
685,Boston Scientific,Healthcare,Clinical specialist,2025-06-13,5.0,"Great culture, great products, great is you want to work in medical device.","Cons are that it is a big company and while some devices may have that small company feel, not every division is like that.",0.9274,Positive,0.3612,Positive,0.6443,Positive
686,Boston Scientific,Healthcare,R&d engineer,2025-07-09,4.0,"reliable benefits, good office environment","unexpected layoffs, not an ideal location",0.6705,Positive,-0.4168,Negative,0.12685,Positive
687,Boston Scientific,Healthcare,Medical assembler,2025-06-16,5.0,"Loved the energy and how organized everything is, the work culture is very professional and managers are nice",Working weekends and having to catch up was normal at times,0.8316,Positive,0.0,Neutral,0.4158,Positive
688,Boston Scientific,Healthcare,Marketing,2025-06-02,4.0,"The people and culture made it an enjoyable place to work, collaborative, supportive, and positive.",Limited opportunities for growth and development made it challenging to align with long-term career goals.,0.8271,Positive,0.5994,Positive,0.7132499999999999,Positive
689,Boston Scientific,Healthcare,Manufacturing engineer ii,2025-07-03,4.0,"Culture is good, work/life balance is good",Pay and promotion can be slow to move,0.7003,Positive,-0.1027,Negative,0.2988,Positive
690,Boston Scientific,Healthcare,Design quality engineer ii,2025-06-07,5.0,20 days PTO to start with unlimited sick time in MN ESPP with 15% discount,"There's a culture of must listen to your seniors, and giving any sort of push back can be held against you",-0.5106,Negative,0.34,Positive,-0.08530000000000001,Negative
691,Boston Scientific,Healthcare,Sr. software engineer,2025-06-26,5.0,Work life balance Good 401K match Great leadership Great culture Innovation,growth can be slow at times,0.9287,Positive,0.3818,Positive,0.65525,Positive
692,Boston Scientific,Healthcare,Senior manager quality,2025-05-19,5.0,"Great company and leadership, innovative","White male privilege, hard for women and even harder for persons of color to advance career. DE&I program don’t do anything to help",0.7906,Positive,0.5859,Positive,0.68825,Positive
693,Boston Scientific,Healthcare,Field clinical representative,2025-07-03,4.0,Company has been doing well in EP,Long unpredictable days and hours,0.2732,Positive,0.0,Neutral,0.1366,Positive
694,Boston Scientific,Healthcare,Sr commission analyst,2025-03-20,4.0,Laid back and flexible. Good business growth potential.,"I felt like a glorified Excel analyst in my role, In my year of employment my boss only told me thank you or good job twice. They didn't appear to have a good data strategy as almost all analytics were being done in Excel despite having Tableau.",0.7506,Positive,0.959,Positive,0.8548,Positive
695,Boston Scientific,Healthcare,Marketing,2025-05-13,5.0,Broad development opportunities; inclusive team environment; challenging/rewarding work; core values that really resonate with me; working with/for very talented people; total compensation very competitive,The strong talent can make advancement a (worthy) challenge - especially at higher levels,0.8793,Positive,0.8519,Positive,0.8655999999999999,Positive
696,Boston Scientific,Healthcare,Clinical research associate iii,2025-05-16,5.0,Experience is manager-dependent. Lots of support for career growth. Work life balance is great.,Roles have been changed to hybrid-model. Limits career mobility/opportunity,0.8555,Positive,0.0,Neutral,0.42775,Positive
697,Boston Scientific,Healthcare,Medical assembler,2025-07-29,1.0,Nothing absolutely the worst ever,Everything is wrong with the company,0.5423,Positive,-0.4767,Negative,0.032799999999999996,Neutral
698,Boston Scientific,Healthcare,Product builder,2025-06-16,5.0,"Supportive team, clean environment, great benefits, good training, flexible hours.","Sometimes repetitive tasks, limited advancement opportunities, weekend shifts required occasionally.",0.9371,Positive,-0.0772,Negative,0.42995,Positive
699,Boston Scientific,Healthcare,Clinical specialist,2025-06-24,5.0,love it and will never change,not enough inventory but it's okay,0.6369,Positive,0.3291,Positive,0.483,Positive
